ip, mean, std
20997471,1.0,0.0
20997474,1.0,0.0
20997482,1.0,0.0
20997494,1.0,0.0
20997497,1.0,0.0
20997304,11.19047619047619,7.915941606610954
20997323,1.0,0.0
20997406,6.112903225806452,7.760746635825283
20997416,1.0140845070422535,0.11783944035691198
20997411,1.0,0.0
20998143,1.5,0.5
20998149,10.6,7.4993333037010705
20998154,7.822222222222222,4.2178925168798
20998160,6.246376811594203,3.950438600127249
20998165,1.0,0.0
20998046,1.0,0.0
20998056,1.0,0.0
20998061,1.0,0.0
20998065,1.0,0.0
20998077,7.0,7.14142842854285
20998082,1.0,0.0
20998087,1.0,0.0
20998110,5.5,5.818075283115543
20998115,1.0,0.0
20998139,1.0,0.0
20997312,1.75,0.9682458365518543
20997320,1.0,0.0
20997309,1.0,0.0
20997445,1.0,0.0
20997435,1.0,0.0
20997383,6.482142857142857,8.647854959940254
20998032,1.5,0.5
20998040,12.538461538461538,6.4880408873721676
20997343,1.0,0.0
20997945,1.0,0.0
20997953,2.0,0.0
20997957,1.0,0.0
20997960,1.0,0.0
20997838,1.0,0.0
20997858,1.0,0.0
20997897,1.0,0.0
20997909,2.3333333333333335,1.8856180831641267
20997917,1.25,0.4330127018922193
20997738,1.0,0.0
20997742,1.0,0.0
20997745,1.0,0.0
20998129,8.909090909090908,7.366441665411962
20998135,1.0,0.0
20997296,1.0,0.0
20997632,1.0,0.0
20997647,1.0,0.0
20997650,1.0,0.0
20997688,1.0,0.0
20997691,1.0,0.0
20997419,1.0,0.0
20997557,3.3333333333333335,2.0548046676563256
20997568,1.0,0.0
20997464,2.5,1.5
20997468,1.0,0.0
20997365,1.0,0.0
20997278,1.0,0.0
20997175,1.0,0.0
20997044,1.0,0.0
20997055,1.0,0.0
20997317,1.0,0.0
20996938,1.0,0.0
20996998,1.0,0.0
20997010,1.0,0.0
20997013,5.0,0.0
20996831,1.0,0.0
20996880,7.0,1.5811388300841898
20996889,1.0,0.0
20996933,1.0,0.0
20997490,1.0,0.0
20998217,1.0,0.0
20998231,1.0,0.0
20998263,9.5,0.5
20998272,1.0,0.0
20998279,1.0,0.0
20998198,1.0,0.0
20998206,1.0,0.0
20997375,1.0,0.0
20998187,9.5,8.52936105461599
20998193,1.0,0.0
20998091,3.0,0.0
20998097,1.0,0.0
20997986,1.0,0.0
20998006,1.0,0.0
20998017,1.0,0.0
20997940,1.0,0.0
20997792,1.0,0.0
20997796,1.0,0.0
20997799,1.0,0.0
20997338,1.0,0.0
20997478,1.0,0.0
20997718,1.0,0.0
20997539,1.0,0.0
20997551,1.0,0.0
20997554,1.0,0.0
20998556,1.0,0.0
20998564,1.0,0.0
20998567,1.0,0.0
20998537,1.0,0.0
20998544,1.0,0.0
20998547,1.0,0.0
20998550,1.0,0.0
20998553,1.0,0.0
20998637,2.0,1.0
20998672,5.666666666666667,2.6246692913372702
20998691,1.0,0.0
20998695,1.0,0.0
20998699,1.0,0.0
20998704,1.0,0.0
20998677,1.0,0.0
20998682,1.0,0.0
20998686,1.0,0.0
20998339,1.0,0.0
20998396,2.3333333333333335,0.4714045207910317
20998409,1.0,0.0
20998422,1.75,0.82915619758885
20998532,1.0,0.0
20998500,1.0,0.0
20998617,1.0,0.0
20998621,1.0,0.0
20998633,1.0,0.0
20998665,1.0,0.0
20998465,1.0,0.0
20998473,1.0,0.0
20998488,1.0,0.0
20998528,1.25,0.4330127018922193
20998382,1.0,0.0
20998385,1.0,0.0
20998821,1.0,0.0
20998845,1.0,0.0
20998900,3.0,0.0
20998908,3.25,3.344772040064913
20998911,1.0,0.0
20999173,1.0,0.0
20999152,2.0,1.7427096823731247
20999170,1.1395348837209303,0.3465038238546822
20999194,1.0,0.0
20999155,1.0,0.0
20999160,1.1304347826086956,0.4476360930863915
20999163,1.0357142857142858,0.18557687223952263
20999249,1.0,0.0
20999257,1.0,0.0
20999290,5.53125,3.8809178601846237
20999295,5.25,2.2460282405043035
20999299,1.0,0.0
20999179,1.0,0.0
20999191,1.0,0.0
20999286,4.818181818181818,2.4427325168262555
20999100,1.0,0.0
20999187,1.0,0.0
20999280,1.0,0.0
20999166,1.0,0.0
20999083,1.0,0.0
20999094,1.0,0.0
20999261,1.0,0.0
20999273,1.0,0.0
21000048,1.0,0.0
21000059,8.5,4.5
21000063,1.0,0.0
21000067,1.0,0.0
21000070,1.0,0.0
21000152,1.0,0.0
21000156,1.0,0.0
21000169,6.0,1.0
21000309,1.0,0.0
21000320,1.0,0.0
21000331,1.0,0.0
21000334,1.0,0.0
21000338,1.0,0.0
21000341,1.0,0.0
21000345,1.0,0.0
20999963,6.0,2.8284271247461903
20999972,1.0,0.0
20999977,7.5,3.905124837953327
20999990,1.0,0.0
20999994,4.5,1.8027756377319946
21000096,1.0,0.0
21000104,1.0,0.0
21000109,1.0,0.0
21000114,8.333333333333334,1.699673171197595
21000119,1.0,0.0
21000122,1.0,0.0
21000148,1.0,0.0
21000204,5.25,2.947456530637899
20999951,1.0,0.0
20999955,1.0,0.0
21000144,1.0,0.0
21000190,1.0,0.0
21000199,1.0,0.0
21000209,1.0,0.0
21000990,1.0,0.0
21001008,1.0,0.0
21001019,1.0,0.0
21001023,1.0,0.0
21001038,1.0,0.0
21001042,1.0,0.0
21001046,1.0,0.0
21001050,1.0,0.0
21001054,1.0,0.0
21000791,13.0,0.0
21000797,1.0,0.0
21000816,1.0,0.0
21000820,1.0,0.0
21000847,1.0,0.0
21001914,1.0,0.0
21001918,7.670634920634921,7.644809084998926
21001955,2.892857142857143,0.309294787065871
21001959,1.0,0.0
21001963,1.0,0.0
21001967,1.0,0.0
21001971,1.0,0.0
21001992,5.368421052631579,3.1042222459964495
21002042,1.0,0.0
21002046,1.0,0.0
21002050,1.0,0.0
21002063,1.6923076923076923,1.2639751327042292
21002069,1.0,0.0
21002078,1.0,0.0
21002089,22.25,3.1839440949865936
21002093,1.0,0.0
21002101,1.0,0.0
21002104,1.0,0.0
21002107,1.0,0.0
21002115,1.0,0.0
21002118,1.0,0.0
21002122,1.0,0.0
21001909,13.127906976744185,12.076111833475318
21002481,1.0,0.0
21002501,1.0,0.0
21002505,1.0,0.0
21002508,1.0,0.0
21002882,11.458333333333334,6.013728506970994
21003118,5.142857142857143,4.212065597618283
21003125,1.0,0.0
21003129,1.0,0.0
21003134,7.075,3.531200220888076
21003140,1.0,0.0
21003145,1.0,0.0
21001690,1.0,0.0
21001713,1.0,0.0
21001765,1.0,0.0
21001853,13.0,10.16782254883588
21001858,1.0,0.0
21001862,1.0,0.0
21003062,6.333333333333333,4.422166387140534
21003067,1.0,0.0
21003072,1.0,0.0
21003076,1.0,0.0
21003080,1.0,0.0
21003084,1.0,0.0
21003088,1.0,0.0
21003093,1.0,0.0
21003257,1.0,0.0
21001187,1.0,0.0
21001262,5.5,0.5
21001266,1.0,0.0
21001270,1.0,0.0
21001274,1.0,0.0
21002073,1.0,0.0
21003029,1.0,0.0
21003039,1.0,0.0
21003042,13.0,0.0
21002803,1.0,0.0
21002872,9.555555555555555,2.9101779674908435
21002877,1.0,0.0
21002945,2.9,3.1128764832546763
21003107,5.444444444444445,3.624334762288909
21002246,1.0,0.0
21002270,1.0,0.0
21002291,1.0,0.0
21002376,1.0,0.0
21002383,1.0,0.0
21002386,1.0,0.0
21002424,1.0,0.0
21002427,1.0,0.0
21001518,1.0,0.0
21001521,1.0,0.0
21001542,1.0,0.0
21003149,1.0,0.0
21003160,1.0,0.0
21002646,1.0,0.0
21002658,1.0,0.0
21002662,1.0,0.0
21002665,1.0,0.0
21001340,1.0,0.0
21001398,1.0,0.0
21001409,1.0,0.0
21001446,1.0,0.0
21001499,2.25,0.82915619758885
21002888,1.0,0.0
21002894,1.0,0.0
21002902,18.0,0.0
21002908,1.0,0.0
21002984,1.0,0.0
21002997,12.0,0.0
21003010,9.6,7.031358332498778
21003020,1.0,0.0
21003025,1.0,0.0
21002937,2.0,0.0
21002942,1.0,0.0
21003788,1.0,0.0
21003796,1.0,0.0
21003801,1.0,0.0
21003805,1.0,0.0
21003809,1.0,0.0
21003818,1.0,0.0
21003849,1.0,0.0
21003853,1.0,0.0
21003857,1.0,0.0
21003861,1.0,0.0
21003893,24.75,3.2691742076555053
21003905,1.0,0.0
21003909,1.0,0.0
21003913,1.0,0.0
21003869,1.0,0.0
21003874,1.0,0.0
21003882,1.0,0.0
21003890,1.0,0.0
21004465,1.0,0.0
21004565,1.0,0.0
21004574,1.0,0.0
21004590,1.0,0.0
21004606,1.0,0.0
21004622,1.0,0.0
21004627,1.0,0.0
21005302,1.0,0.0
21005326,1.0,0.0
21005334,1.0,0.0
21005359,4.142857142857143,1.5518257844571737
21005621,1.0,0.0
21005352,1.0,0.0
21005366,1.0,0.0
21005516,1.0,0.0
21005380,1.0,0.0
21006201,4.0,0.0
21006208,1.0,0.0
21006232,1.0,0.0
21006246,2.0,0.0
20996497,1.0,0.0
20997067,1.0,0.0
20997088,1.0,0.0
20997108,1.0,0.0
20997327,4.666666666666667,2.494438257849294
20997398,1.0,0.0
20996961,1.0,0.0
20997021,1.0,0.0
20996853,1.0,0.0
20998247,1.0,0.0
20998255,1.0,0.0
20998287,1.0,0.0
20998211,1.0,0.0
20998014,1.0,0.0
20997921,1.0,0.0
20997933,2.0,0.0
20997937,1.0,0.0
20997811,1.0,0.0
20997815,1.0,0.0
20997818,1.0,0.0
20997715,1.0,0.0
20997664,1.0,0.0
20997676,1.0,0.0
20997242,1.0,0.0
20997262,1.0,0.0
20997282,1.0,0.0
20997132,1.0,0.0
20997143,1.0,0.0
20997120,2.0,0.0
20996912,1.0,0.0
20998300,1.0,0.0
20996819,1.0,0.0
20998182,1.0,0.0
20998718,1.0,0.0
20998368,1.0,0.0
20998379,1.0,0.0
20998653,1.0,0.0
20998657,1.0,0.0
20998661,1.0,0.0
20998720,1.0,0.0
20998569,1.0,0.0
20998579,1.0,0.0
20998582,1.0,0.0
20998708,1.0,0.0
20998414,1.0,0.0
20999243,1.0,0.0
20998892,1.0,0.0
20999183,1.0,0.0
20999235,1.0,0.0
20998878,1.0,0.0
20999176,1.0,0.0
20999211,1.0,0.0
20999219,1.0,0.0
20998871,2.5,0.5
20999361,1.0,0.0
20999369,1.0,0.0
21000002,3.0,0.0
21000013,1.0,0.0
21000025,13.0,0.0
21000029,1.0,0.0
21000041,3.0,0.0
21000045,1.0,0.0
21000265,1.0,0.0
21000268,1.0,0.0
21000281,9.0,0.0
21000285,1.0,0.0
21000289,1.0,0.0
21000292,1.0,0.0
21000317,1.0,0.0
21000810,19.0,0.0
21002038,1.0,0.0
21001884,1.0,0.0
21001893,1.0,0.0
21001897,1.0,0.0
21002954,1.0,0.0
21002962,12.0,0.0
21002975,4.0,0.0
21002980,1.0,0.0
21003051,5.0,3.286335345030997
21003057,1.0,0.0
21001879,3.0,1.7126976771553504
21002454,1.0,0.0
21001646,1.0,0.0
21001654,1.0,0.0
21003213,1.0,0.0
21003221,1.0,0.0
21003238,1.0,0.0
21003247,1.0,0.0
21003002,1.0,0.0
21003016,1.0,0.0
21002779,1.0,0.0
21002035,1.0,0.0
21002218,1.0,0.0
21002226,1.0,0.0
21002400,1.0,0.0
21002412,1.0,0.0
21001486,1.0,0.0
21002623,1.0,0.0
21001314,1.0,0.0
21001322,1.0,0.0
21003158,1.0,0.0
21003780,1.0,0.0
21003785,1.0,0.0
21004439,1.0,0.0
21004444,1.0,0.0
21004693,1.0,0.0
21004703,1.0,0.0
21004706,1.0,0.0
21004858,1.0,0.0
21005692,1.0,0.0
21005703,1.0,0.0
21005573,1.0,0.0
21005582,1.0,0.0
21005717,1.0,0.0
21005709,1.0,0.0
21005588,1.0,0.0
21005604,1.0,0.0
21005596,1.0,0.0
21005852,4.0,0.0
21005860,1.0,0.0
23511952,100.26829268292683,117.69680443892203
23511959,1.8780487804878048,0.32722946012192017
23511962,1.0,0.0
23511971,1.0,0.0
23511996,1.0,0.0
23512012,1.0,0.0
23496523,65.13888888888889,79.08193809017813
23496533,1.7894736842105263,0.4076824574955171
23496754,1.0,0.0
23496766,1.0,0.0
23497625,70.65306122448979,93.85932831123961
23497632,1.84,0.3666060555964671
23497653,1.0784313725490196,0.26884920001572715
23497673,1.0,0.0
23496807,1.0,0.0
23496850,1.4705882352941178,0.49913419848462165
23496856,54.142857142857146,71.04698071971642
23496862,1.84,0.3666060555964671
23496864,1.0,0.0
23496874,1.0,0.0
23496949,1.0,0.0
23496955,161.63636363636363,60.72257739061046
23496961,1.4666666666666666,0.498887651569859
23496989,1.0,0.0
23497020,1.0,0.0
23497856,13.862745098039216,4.256573268939291
23497863,1.8235294117647058,0.38122004108281554
23497882,1.0,0.0
23498502,1.0,0.0
23498516,1.1578947368421053,0.36464227527765836
23498523,1.0,0.0
23496452,6.133333333333334,2.028683207293725
23496454,5.217391304347826,2.2058523293853614
23496456,6.48,1.6277591959500646
23496457,6.3076923076923075,1.9169131991349417
23496461,1.9230769230769231,0.2664693550105966
23496499,1.0,0.0
23496509,1.0,0.0
23496517,1.0,0.0
23497909,1.0,0.0
22045904,1.0,0.0
22045910,1.0,0.0
22904692,5.9765625,2.152269310191861
22904693,1.8484848484848484,0.358550289884825
22898122,1.0346820809248556,0.3382367361463076
22898128,1.0397727272727273,0.5261437266321626
22898141,1.0,0.0
22898154,1.011111111111111,0.14865653511399607
22898165,15.40625,4.182249506844373
22898167,15.923076923076923,3.7817687856251987
22898169,15.55045871559633,4.532221519263128
22898171,14.982758620689655,5.125969645228596
22904688,6.264957264957265,1.9497672988183083
22904853,1.0,0.0
22904809,13.887323943661972,4.201104133119536
22904821,6.619718309859155,1.4178559213151414
22904833,1.1111111111111112,0.3142696805273545
22898103,1.0,0.0
22898109,1.0,0.0
22898164,15.55952380952381,2.382231799105877
22047394,1.0,0.0
22897954,6.242105263157895,1.7119750949595505
22897956,6.560209424083769,1.5637543620507144
22897958,6.55440414507772,1.5599899635599148
22897960,6.37,1.8393205267163102
22897961,6.239024390243903,1.9966897054607544
22897965,2.0,0.5157614295551275
22048036,1.0,0.0
20982865,1.0,0.0
20982867,1.0,0.0
20982869,1.0,0.0
20982871,1.0,0.0
20982873,1.0,0.0
20982874,1.0,0.0
20982897,1.0,0.0
20982913,1.0,0.0
20982942,5.0,0.0
20982945,1.0,0.0
20982988,1.0,0.0
20982991,1.0,0.0
20983003,1.0,0.0
20983081,1.0,0.0
23544997,5.5327102803738315,19.387360774688123
23545009,8.18731778425656,44.63550845091386
23545022,1.9406260083898033,2.7437085287944494
23544850,1.4364358683314415,1.6376287529861036
23544958,5.207665330661323,37.14142811909209
23545003,4.676811203878265,35.47723516496839
23544978,1.8003194888178913,3.4569557458719964
23544981,1.2395171537484118,2.79210882408585
23544971,3.1186046511627907,3.2136884419369003
23544974,1.8653198653198653,2.3025478455806017
23545015,3.0591653460116217,3.7770243699228643
23545019,1.8659003831417624,2.2632946351851637
23544860,2.0730639730639733,3.0811223368268577
23544912,5.335365853658536,3.155091585823082
23544921,2.462686567164179,2.845936397108466
20983495,1.0,0.0
23544840,1.4409356725146198,1.5035113876981483
23544845,1.6912080057183703,3.3372078593132137
23544856,5.263829787234043,7.325746655197259
20983449,1.0,0.0
20983457,1.0,0.0
20983469,1.391304347826087,0.48804226784007926
20983481,1.2272727272727273,0.41907020260422206
20983447,1.0,0.0
23544945,6.641734758013828,44.12071883827202
23544938,3.5023696682464456,16.952924619440896
23544951,4.37962962962963,24.01261921041308
23544964,2.8664921465968587,17.897336013666063
23544832,3.0898876404494384,5.722497391163205
20983490,1.0,0.0
20983498,1.0,0.0
23545024,6.258879781420765,4.8361743508343435
23544837,6.3895348837209305,8.199156636576015
23544925,6.7398843930635834,26.545336374279227
20983521,1.1578947368421053,0.36464227527765836
20983549,1.0,0.0
20983564,2.0,0.0
20983574,1.0,0.0
20983359,1.8,0.4
20983366,1.0,0.0
20983473,1.0,0.0
23544916,5.9071428571428575,30.521864862650283
23544932,6.062884483937116,40.49017175354005
20983529,1.0,0.0
20983531,1.0,0.0
20983440,1.0,0.0
23544983,5.714285714285714,3.2826072265931545
23544992,6.852138307552321,40.62501876502643
20983382,1.0,0.0
20983397,4.0,0.0
20983511,1.0,0.0
20983500,1.0,0.0
20983508,1.0,0.0
20983541,2.0,0.7071067811865476
20983487,1.0,0.0
20983389,1.0,0.0
20983513,1.0,0.0
20983402,1.0,0.0
20983404,1.0,0.0
20983415,1.0,0.0
20984189,1.0,0.0
20984213,1.5,0.5
20984333,1.0,0.0
20984341,1.0,0.0
20984349,1.25,0.4330127018922193
20984464,4.182527301092044,4.480090173793762
20984468,2.2526997840172784,2.965399504796144
20984472,1.265179677819083,0.4414288349109634
20984527,1.0,0.0
20984546,1.0,0.0
20984501,2.2226027397260273,2.847451890171604
20984506,1.1734006734006734,0.37859329083446047
20984479,4.406349206349207,5.271061247197368
20984488,1.1756688541140838,0.38053818180088617
20984693,3.1144465290806753,1.8233521495859701
20984699,1.0,0.0
20984483,2.033250207813799,2.932982389224453
20984661,6.386046511627907,3.385073120162164
20984677,2.0190114068441063,1.2933067573824764
20984683,1.0,0.0
20984539,3.2740046838407495,2.0684659556816833
20984543,1.0,0.0
20984515,1.0413223140495869,0.19903462113706272
20984495,3.7557603686635943,4.348343240588124
20984562,1.0,0.0
20984573,1.0,0.0
20984667,1.0,0.0
20984519,1.0825688073394495,0.27522935779816515
20984745,1.5,1.7375933843194642
20984753,1.025,0.15612494995995996
20984769,7.35,3.409912022325503
20984509,1.0,0.0
20984535,1.0,0.0
20984531,1.0,0.0
20984523,1.1730769230769231,0.3783137610174234
20984352,1.0,0.0
20984368,1.0,0.0
20984491,1.0,0.0
20984588,1.0,0.0
20984596,1.0,0.0
20984656,2.6267605633802815,1.6892750129658176
20984409,1.0,0.0
20984475,1.0,0.0
20984653,1.0,0.0
20984725,1.125,0.33071891388307384
20984733,1.0,0.0
20984793,1.0,0.0
20984812,1.0,0.0
20984819,1.1851851851851851,0.3884477215445006
20984392,1.0,0.0
20984403,1.0,0.0
20984632,1.0,0.0
20984655,1.0,0.0
20984707,1.0,0.0
20984709,1.0,0.0
20984719,1.0,0.0
20984722,1.0,0.0
20984761,1.0,0.0
20984360,1.0,0.0
20984608,1.0,0.0
20984644,1.0,0.0
20984443,1.0,0.0
20984688,1.8571428571428572,0.9897433186107869
20984801,1.0,0.0
20984382,1.2,0.4
20984600,1.0,0.0
20984418,1.0,0.0
20984429,1.0,0.0
20984711,1.0,0.0
20984809,1.0,0.0
20984586,1.0,0.0
20984400,1.0,0.0
20984636,1.0,0.0
20984446,1.0,0.0
20984736,1.0,0.0
20984785,1.0,0.0
20984548,1.0,0.0
20984559,1.0,0.0
20984374,1.0,0.0
20984620,1.0,0.0
20984152,1.0,0.0
20984739,1.0,0.0
20984579,1.0,0.0
20984449,1.0,0.0
20984777,1.0,0.0
20984551,1.0,0.0
20984397,1.0,0.0
20984612,1.0,0.0
20984742,1.0,0.0
20984406,1.0,0.0
20984437,1.0,0.0
20984672,1.8333333333333333,0.6871842709362768
20984855,1.0,0.0
20984868,4.0,3.0
20984884,1.6666666666666667,0.4714045207910317
20984900,1.0,0.0
20984149,5.5,2.692582403567252
20984704,1.0,0.0
20984624,1.0,0.0
20984440,1.0,0.0
20984415,1.0,0.0
20984565,1.0,0.0
20984197,2.0,0.0
20984277,1.0,0.0
20984285,1.0,0.0
20984293,2.0,0.0
20984648,1.0,0.0
20984389,1.0,0.0
20984892,1.0,0.0
20984908,1.0,0.0
20984301,1.0,0.0
20984325,1.0,0.0
20984421,1.0,0.0
20984229,1.0,0.0
20984916,1.0,0.0
20984926,1.0,0.0
20984141,1.0,0.0
20985026,1.0,0.0
20985034,1.0,0.0
20985069,1.0,0.0
20985081,1.0,0.0
20985084,2.0,0.0
20985096,2.0,0.0
20985108,5.0,0.0
20985111,1.0,0.0
20985122,1.0,0.0
20985126,1.0,0.0
20985131,1.0,0.0
20985396,5.26530612244898,2.247679167715653
20985400,1.0,0.0
20985231,1.0,0.0
20985345,1.0,0.0
20985355,1.0,0.0
20985392,5.858208955223881,2.279542324693501
20985387,1.0,0.0
20985389,1.0,0.0
20985363,1.0,0.0
20985375,1.2941176470588236,0.4556450995538138
20985408,1.0,0.0
20985414,1.0,0.0
20985425,1.0,0.0
20985435,1.7142857142857142,0.45175395145262565
20985347,1.0,0.0
20985360,1.0,0.0
20985216,1.0,0.0
20985219,1.0,0.0
20985432,1.0,0.0
20985340,1.0,0.0
20985225,1.0,0.0
20985181,6.4,0.48989794855663565
20985190,2.75,1.5612494995995996
20985419,1.0,0.0
20985228,1.0,0.0
20985357,1.0,0.0
20985404,1.0,0.0
20985222,1.0,0.0
20985367,1.0,0.0
20985416,1.0,0.0
20985470,1.0,0.0
20985160,1.0,0.0
20985167,1.0,0.0
20985422,1.0,0.0
20985380,1.0,0.0
20985463,1.0,0.0
20985478,1.0,0.0
20985412,1.0,0.0
20985881,1.0,0.0
20985887,1.0,0.0
20985890,1.0,0.0
20985940,3.0,1.6903085094570331
20985843,1.5,0.7637626158259734
20985850,1.75,0.9013878188659973
20985857,1.0555555555555556,0.22906142364542562
20985944,1.0,0.0
20985847,1.5925925925925926,0.8281733249999218
20985854,1.037037037037037,0.18885257457751045
20985867,1.0,0.0
20985879,1.0,0.0
20985840,1.5714285714285714,0.7284313590846835
20985776,1.0,0.0
20985786,1.0,0.0
20985823,1.0,0.0
20985936,1.0,0.0
20985875,1.0,0.0
20986005,1.0,0.0
20986028,1.0,0.0
20986042,1.0,0.0
20986044,1.0,0.0
20986051,1.0,0.0
20986058,1.0,0.0
20986075,1.0,0.0
20986193,1.0,0.0
20986196,1.0,0.0
20986200,1.0,0.0
20986203,1.0,0.0
20986352,1.1304347826086956,0.3367811605397753
20986359,1.0588235294117647,0.23529411764705868
20986367,1.0,0.0
20986363,1.5207100591715976,0.5867245091711495
20986370,1.0,0.0
20986355,1.1923076923076923,0.4819216956208336
20986509,1.0,0.0
20986492,1.0,0.0
20986248,1.8125,0.3903123748998999
20986257,1.0,0.0
20986269,1.0,0.0
20986376,1.0,0.0
20986392,1.0,0.0
20986400,1.0,0.0
20986403,1.0,0.0
20986462,1.0,0.0
20986472,1.0,0.0
20986311,1.0,0.0
20986224,1.0,0.0
20986413,1.0,0.0
20986421,1.0,0.0
20986457,1.0,0.0
20986520,1.0,0.0
20986485,1.0,0.0
20986261,1.0,0.0
20986340,1.0,0.0
20986541,2.0,0.0
20986549,5.0,0.0
20986559,4.0,0.0
20986561,1.0,0.0
20986785,1.0,0.0
20986789,1.0,0.0
20986792,1.0,0.0
20986813,1.0,0.0
20986829,1.0,0.0
20987397,3.9420583468395463,3.2620996772841155
20987401,1.0972818311874106,0.2963411488609717
20987404,1.5,1.2150782256050936
20987414,1.7664009809932557,1.4202699145373952
20987418,1.170057381324987,0.37568320215558143
20987421,1.5694444444444444,0.9402480300562667
20987426,1.0474378488077118,0.21257351506762823
20987429,1.010115266996001,0.10006472090402686
20987456,4.2836916622968015,3.1771274545496047
20987460,1.051760939167556,0.22154400092092585
20987463,1.5862068965517242,0.7664176127894092
20987468,1.0241961158866604,0.15365761895414767
20987471,1.0,0.0
20987493,3.398268398268398,3.1759553725219214
20987497,1.1391334977104615,0.3460857805881531
20987516,1.0,0.0
20987540,1.3333333333333333,0.6297030299751311
20987409,1.0,0.0
20987760,8.647181628392484,3.9388259791922438
20987766,3.2869198312236287,2.3280435380576403
20987772,1.0,0.0
20987806,7.041666666666667,3.9314879145461217
20987812,1.0,0.0
20987504,1.0,0.0
20987528,4.35678391959799,1.9958101108410586
20987482,4.764112903225806,2.588903589109587
20987532,2.363112391930836,1.6687048582042787
20987486,1.247787610619469,0.4317278200938237
20987520,1.0,0.0
20987793,1.0,0.0
20987800,6.633333333333334,2.213343373471204
20987508,1.0,0.0
20987524,2.4825,1.6881035957547141
20987474,1.0,0.0
20987250,1.28125,0.4496092053105675
20987258,4.773913043478261,1.4806630099250473
20987500,1.0,0.0
20987546,1.0,0.0
20987554,1.0,0.0
20987570,1.0,0.0
20987573,1.0,0.0
20987576,1.0,0.0
20987744,5.214912280701754,2.4766181120647346
20987750,1.0,0.0
20987489,1.0,0.0
20987478,1.0,0.0
20987440,4.086956521739131,2.4394055490820405
20987444,1.0882852292020373,0.28370926581058536
20987754,1.4597701149425288,1.730753591107027
20987447,1.1451612903225807,0.5031120632413618
20987215,1.04,0.19595917942265428
20987285,1.0,0.0
20987512,1.0,0.0
20987452,1.0,0.0
20987714,1.0,0.0
20987722,1.0,0.0
20987432,1.0,0.0
20987931,1.5357142857142858,1.2672282142292977
20987939,1.0,0.0
20987392,1.0,0.0
20987354,1.0,0.0
20987562,1.0,0.0
20987436,1.0,0.0
20987829,1.0,0.0
20987833,5.439024390243903,2.585595940060777
20987839,1.0,0.0
20987262,1.0,0.0
20987330,1.0,0.0
20987789,1.0,0.0
20987228,1.0,0.0
20987244,1.0,0.0
20987954,1.0,0.0
20987823,3.3333333333333335,1.247219128924647
20987265,1.0,0.0
20987947,1.0,0.0
20987021,1.0,0.0
20987033,1.5,0.5
20987776,1.0,0.0
20987782,2.375,0.4841229182759271
20987239,1.0,0.0
20987732,1.0,0.0
20987698,1.0,0.0
20987710,1.0,0.0
20987274,1.0,0.0
20987290,1.03125,0.17399263633843817
20987589,1.0,0.0
